Model 1,Model 2,T-test_stats,T-test_p-value,Wilcoxon_stats,Wilcoxon_p-value,Mann-Whitney_stats,Mann-Whitney_p-value,Kruskal-Wallis_stats,Kruskal-Wallis_p-value,Bootstrap CI_lower,Bootstrap CI_upper
vit-b32,vim-s,-1.6445502286477767,0.1027018093338964,100.0,0.10247043485974937,6720.0,0.1909256276532667,1.714029583146565,0.19046338627629913,-0.16666666666666666,0.03333333333333333
vit-b32,vssm-ti,-2.7560378591106227,0.006772030241180727,42.0,0.007290358091535638,6480.0,0.04206014749297353,4.138528138527993,0.04191760162264646,-0.19166666666666668,-0.00812500000000019
vit-b32,vssm-s,-1.4056814572300054,0.16242427988540378,117.0,0.16151331846754213,6780.0,0.2564232582250493,1.291037371844357,0.2558568642385486,-0.15833333333333333,0.05
vit-b32,vssm-b,-1.2150830420211798,0.22673977464497977,54.0,0.22525290636065332,6900.0,0.4250550402427393,0.6384229084303491,0.4242824624611762,-0.15,0.06666666666666667
vim-s,resnet50,1.711338381428664,0.08962394140966444,45.0,0.0895550744136426,7620.0,0.2485543192839872,1.3345868945869133,0.24799084091050408,-0.041666666666666664,0.15833333333333333
vim-s,vgg16,1.0919637217138112,0.2770548869278661,88.0,0.27523352407483426,7500.0,0.40177799969560457,0.7053476567110892,0.40099261707912526,-0.058333333333333334,0.13333333333333333
vim-s,vit-ti16,2.170914850271358,0.0319230591817774,22.5,0.03250944464571951,7680.0,0.1909256276532667,1.714029583146565,0.19046338627629913,-0.03333333333333333,0.16666666666666666
vim-s,vit-s16,0.5757398050506645,0.5658782482417656,32.5,0.5637028616507731,7320.0,0.7306602720754498,0.11949999999982903,0.7295774137184228,-0.08333333333333333,0.10833333333333334
vim-s,vit-s32,1.5079407648573175,0.1342199961828842,42.5,0.13361440253771614,7560.0,0.31854492158405157,0.9976808905378718,0.3178723159070233,-0.05,0.15
vim-s,vit-b16,2.367980118778858,0.019497404716819287,24.0,0.02013675155034634,7740.0,0.14442063970210647,2.134163818763106,0.14404899201410984,-0.016874999999999987,0.1668749999999998
vim-s,vit-b32,1.6445502286477767,0.1027018093338964,100.0,0.10247043485974937,7680.0,0.1909256276532667,1.714029583146565,0.19046338627629913,-0.03333333333333333,0.15833333333333333
vim-s,vssm-ti,-1.1563211715113553,0.24986593792932935,26.0,0.24821307898992362,6960.0,0.460902860466047,0.5459737292973865,0.4599675089528634,-0.125,0.05
vim-s,vssm-s,0.2571922625628131,0.7974745382860159,56.0,0.7962534147376392,7260.0,0.8625298144038102,0.03048858272727547,0.8613862465443213,-0.08333333333333333,0.1
vim-s,vssm-b,0.7732980988911998,0.4408793678475824,48.0,0.4385780260809998,7380.0,0.6086314335044063,0.2636352494176443,0.6076336173839713,-0.06666666666666667,0.125
vssm-ti,resnet50,2.58249711298632,0.011020423738549986,40.0,0.011616891434158364,7860.0,0.059939379455636606,3.5444294643950918,0.05974571082508824,0.0,0.18333333333333332
vssm-ti,vgg16,2.218190148399446,0.028439625999785563,36.0,0.02904902216194057,7740.0,0.11640740383761942,2.4695752009185017,0.11606929036816478,-0.008333333333333333,0.15854166666666647
vssm-ti,vit-ti16,2.915475947422651,0.004244998453917348,28.5,0.0046777349810472576,7920.0,0.04206014749297353,4.138528138527993,0.04191760162264646,0.0,0.2
